START_ID,END_ID
2-s2.0-85150203980,2-s2.0-85175009109
2-s2.0-85157986687,2-s2.0-85175693606
2-s2.0-85165482367,2-s2.0-85175693606
2-s2.0-85185807682,2-s2.0-85178370432
2-s2.0-85173592310,2-s2.0-85152629647
2-s2.0-85176878145,2-s2.0-85152629647
2-s2.0-85159043049,2-s2.0-85159827449
2-s2.0-85172934669,2-s2.0-85173222088
2-s2.0-85144017662,2-s2.0-85153349548
2-s2.0-85153528366,2-s2.0-85153682501
2-s2.0-85182630421,2-s2.0-85153682501
2-s2.0-85179484569,2-s2.0-85162916886
2-s2.0-85183669230,2-s2.0-85162916886
2-s2.0-85162938607,2-s2.0-85162916886
2-s2.0-85170427410,2-s2.0-85162916886
2-s2.0-85172028886,2-s2.0-85162916886
2-s2.0-85183150895,2-s2.0-85162916886
2-s2.0-85169326745,2-s2.0-85162916886
2-s2.0-85162152126,2-s2.0-85162916886
2-s2.0-85171879508,2-s2.0-85174325737
2-s2.0-85159128909,2-s2.0-85174325737
2-s2.0-85171629002,2-s2.0-85174327379
2-s2.0-85172419003,2-s2.0-85152892021
2-s2.0-85178593192,2-s2.0-85152892021
2-s2.0-85170032002,2-s2.0-85159372133
2-s2.0-85175731163,2-s2.0-85159372133
2-s2.0-85186078973,2-s2.0-85175578763
2-s2.0-85152961664,2-s2.0-85179627779
2-s2.0-85185329786,2-s2.0-85175459216
2-s2.0-85170649902,2-s2.0-85175457839
2-s2.0-85169534370,2-s2.0-85175457839
2-s2.0-85169909842,2-s2.0-85178430506
2-s2.0-85174692682,2-s2.0-85173095900
2-s2.0-85169843707,2-s2.0-85173095900
2-s2.0-85152077661,2-s2.0-85181171270
2-s2.0-85168742237,2-s2.0-85179890055
2-s2.0-85180549073,2-s2.0-85173270052
2-s2.0-85180236730,2-s2.0-85179759872
2-s2.0-85172936840,2-s2.0-85185190962
2-s2.0-85167669309,2-s2.0-85183429011
2-s2.0-85164029445,2-s2.0-85183537041
2-s2.0-85177195349,2-s2.0-85182526628
2-s2.0-85160833239,2-s2.0-85182526628
2-s2.0-85164241723,2-s2.0-85181897174
2-s2.0-85174462426,2-s2.0-85182896875
2-s2.0-85173486783,2-s2.0-85181810145
2-s2.0-85153052383,2-s2.0-85181810145
2-s2.0-85184518019,2-s2.0-85181170997
2-s2.0-85149324540,2-s2.0-85181170997
2-s2.0-85166098985,2-s2.0-85181096532
2-s2.0-85173043735,2-s2.0-85180876125
2-s2.0-85144004873,2-s2.0-85180876125
2-s2.0-85172692390,2-s2.0-85179920006
2-s2.0-85178092804,2-s2.0-85178461736
2-s2.0-85167394390,2-s2.0-85178088147
2-s2.0-85171530967,2-s2.0-85178490214
2-s2.0-85172309482,2-s2.0-85178380965
2-s2.0-85177496198,2-s2.0-85178380965
2-s2.0-85165423513,2-s2.0-85178380965
2-s2.0-85171613005,2-s2.0-85180193086
2-s2.0-85152083965,2-s2.0-85180193086
2-s2.0-85184522495,2-s2.0-85176797273
2-s2.0-85184409156,2-s2.0-85179685310
2-s2.0-85184798059,2-s2.0-85177660780
2-s2.0-85169882623,2-s2.0-85178426708
2-s2.0-85175336460,2-s2.0-85178426708
2-s2.0-85165013259,2-s2.0-85178461306
2-s2.0-85179785334,2-s2.0-85178248460
2-s2.0-85171239553,2-s2.0-85179138014
2-s2.0-85177872647,2-s2.0-85178307349
2-s2.0-85182585195,2-s2.0-85176769997
2-s2.0-85166345689,2-s2.0-85176769997
2-s2.0-85184761154,2-s2.0-85176769997
2-s2.0-85171381954,2-s2.0-85176769997
2-s2.0-85174210351,2-s2.0-85176769997
2-s2.0-85147945118,2-s2.0-85176769997
2-s2.0-85166419168,2-s2.0-85176769997
2-s2.0-85159696443,2-s2.0-85176769997
2-s2.0-85174738938,2-s2.0-85176769997
2-s2.0-85160351990,2-s2.0-85175610102
2-s2.0-85175189428,2-s2.0-85175610102
2-s2.0-85184857589,2-s2.0-85175610102
2-s2.0-85170531978,2-s2.0-85173021489
2-s2.0-85175585946,2-s2.0-85176757412
2-s2.0-85179557912,2-s2.0-85176757412
2-s2.0-85184772140,2-s2.0-85176757412
2-s2.0-85166314700,2-s2.0-85175105000
2-s2.0-85179645375,2-s2.0-85173444548
2-s2.0-85185402855,2-s2.0-85173731408
2-s2.0-85160526022,2-s2.0-85176291359
2-s2.0-85174257974,2-s2.0-85175435727
2-s2.0-85166219207,2-s2.0-85175435727
2-s2.0-85167920330,2-s2.0-85175435727
2-s2.0-85178553225,2-s2.0-85175648132
2-s2.0-85180618311,2-s2.0-85175648132
2-s2.0-85178930673,2-s2.0-85175648132
2-s2.0-85174850837,2-s2.0-85175648132
2-s2.0-85172140465,2-s2.0-85175648132
2-s2.0-85165529452,2-s2.0-85175648132
2-s2.0-85181582656,2-s2.0-85175648132
2-s2.0-85176115180,2-s2.0-85175648132
2-s2.0-85185953088,2-s2.0-85172731788
2-s2.0-85183989200,2-s2.0-85173702161
2-s2.0-85171328513,2-s2.0-85173702161
2-s2.0-85166735224,2-s2.0-85173744325
2-s2.0-85180629461,2-s2.0-85173732365
2-s2.0-85178150686,2-s2.0-85173959922
2-s2.0-85178665314,2-s2.0-85173959922
2-s2.0-85160448288,2-s2.0-85173959922
2-s2.0-85173362199,2-s2.0-85173444756
2-s2.0-85166488543,2-s2.0-85172906628
2-s2.0-85180533994,2-s2.0-85172906628
2-s2.0-85181171012,2-s2.0-85172906628
2-s2.0-85181772114,2-s2.0-85174180645
2-s2.0-85182469889,2-s2.0-85174180645
2-s2.0-85184142684,2-s2.0-85174180645
2-s2.0-85168117292,2-s2.0-85174180645
2-s2.0-85174332315,2-s2.0-85174180645
2-s2.0-85170233711,2-s2.0-85174180645
2-s2.0-85147250752,2-s2.0-85174180645
2-s2.0-85181033432,2-s2.0-85174180645
2-s2.0-85166658204,2-s2.0-85174180645
2-s2.0-85182030699,2-s2.0-85174180645
2-s2.0-85181732085,2-s2.0-85174180645
2-s2.0-85147318497,2-s2.0-85174180645
2-s2.0-85174370886,2-s2.0-85175109763
2-s2.0-85178951694,2-s2.0-85174630849
2-s2.0-85165240170,2-s2.0-85173735929
2-s2.0-85168877727,2-s2.0-85173735929
2-s2.0-85172400629,2-s2.0-85174336431
2-s2.0-85175254358,2-s2.0-85174336431
2-s2.0-85150031168,2-s2.0-85174336431
2-s2.0-85181184039,2-s2.0-85173446132
2-s2.0-85184049243,2-s2.0-85173082225
2-s2.0-85186111042,2-s2.0-85173082225
2-s2.0-85183602787,2-s2.0-85173082225
2-s2.0-85175533614,2-s2.0-85173082225
2-s2.0-85174932698,2-s2.0-85173782990
2-s2.0-85179752928,2-s2.0-85173574916
2-s2.0-85168579351,2-s2.0-85173574916
2-s2.0-85163343495,2-s2.0-85173574916
2-s2.0-85182707134,2-s2.0-85173574916
2-s2.0-85168720701,2-s2.0-85173574916
2-s2.0-85173774116,2-s2.0-85173574916
2-s2.0-85163646754,2-s2.0-85173574916
2-s2.0-85153495599,2-s2.0-85173574916
2-s2.0-85185888036,2-s2.0-85173574916
2-s2.0-85162665418,2-s2.0-85173574916
2-s2.0-85168387148,2-s2.0-85173574916
2-s2.0-85159796023,2-s2.0-85174957860
2-s2.0-85164668749,2-s2.0-85174161995
2-s2.0-85185502177,2-s2.0-85174161995
2-s2.0-85149922432,2-s2.0-85175613780
2-s2.0-85152033495,2-s2.0-85175613780
2-s2.0-85173799014,2-s2.0-85175613780
2-s2.0-85169032529,2-s2.0-85175613780
2-s2.0-85179546569,2-s2.0-85175613780
2-s2.0-85175969121,2-s2.0-85175613780
2-s2.0-85184435822,2-s2.0-85173992281
2-s2.0-85174349179,2-s2.0-85173992281
2-s2.0-85169847179,2-s2.0-85173992281
2-s2.0-85182161707,2-s2.0-85173992281
2-s2.0-85162133652,2-s2.0-85174161082
2-s2.0-85174512366,2-s2.0-85174161082
2-s2.0-85174508616,2-s2.0-85167806278
2-s2.0-85184485627,2-s2.0-85167877595
2-s2.0-85183595131,2-s2.0-85167877595
2-s2.0-85178549779,2-s2.0-85166339511
2-s2.0-85185883277,2-s2.0-85166339511
2-s2.0-85185313905,2-s2.0-85166977309
2-s2.0-85159799455,2-s2.0-85166977309
2-s2.0-85158104173,2-s2.0-85168599859
2-s2.0-85178303622,2-s2.0-85169164539
2-s2.0-85168619945,2-s2.0-85166961754
2-s2.0-85181767635,2-s2.0-85166961754
2-s2.0-85181207754,2-s2.0-85166961754
2-s2.0-85180960445,2-s2.0-85166961754
2-s2.0-85165425511,2-s2.0-85166961754
2-s2.0-85161639788,2-s2.0-85168334254
2-s2.0-85160916982,2-s2.0-85167831988
2-s2.0-85184664009,2-s2.0-85166930289
2-s2.0-85170648155,2-s2.0-85166255713
2-s2.0-85184816964,2-s2.0-85166255713
2-s2.0-85162175194,2-s2.0-85166255713
2-s2.0-85179714643,2-s2.0-85170429295
2-s2.0-85177599407,2-s2.0-85170429295
2-s2.0-85153684267,2-s2.0-85170429295
2-s2.0-85175475567,2-s2.0-85170429295
2-s2.0-85184885865,2-s2.0-85170429295
2-s2.0-85184951237,2-s2.0-85170429295
2-s2.0-85166203649,2-s2.0-85170429295
2-s2.0-85172220962,2-s2.0-85170429295
2-s2.0-85152917510,2-s2.0-85170429295
2-s2.0-85180643054,2-s2.0-85170429295
2-s2.0-85182446871,2-s2.0-85170429295
2-s2.0-85176267243,2-s2.0-85170429295
2-s2.0-85172364540,2-s2.0-85170429295
2-s2.0-85174722384,2-s2.0-85170429295
2-s2.0-85180633991,2-s2.0-85170429295
2-s2.0-85169797026,2-s2.0-85170429295
2-s2.0-85185560216,2-s2.0-85170429295
2-s2.0-85185313564,2-s2.0-85170429295
2-s2.0-85167614117,2-s2.0-85170429295
2-s2.0-85174469331,2-s2.0-85170429295
2-s2.0-85175715763,2-s2.0-85170429295
2-s2.0-85150840546,2-s2.0-85170429295
2-s2.0-85184995496,2-s2.0-85170429295
2-s2.0-85164972347,2-s2.0-85170429295
2-s2.0-85181400660,2-s2.0-85170429295
2-s2.0-85172461279,2-s2.0-85170429295
2-s2.0-85147257776,2-s2.0-85170429295
2-s2.0-85167782263,2-s2.0-85170429295
2-s2.0-85169304693,2-s2.0-85170429295
2-s2.0-85177604676,2-s2.0-85170429295
2-s2.0-85176366468,2-s2.0-85170429295
2-s2.0-85137036595,2-s2.0-85170429295
2-s2.0-85186073610,2-s2.0-85170429295
2-s2.0-85181444103,2-s2.0-85170429295
2-s2.0-85153507002,2-s2.0-85166539884
2-s2.0-85177233909,2-s2.0-85166539884
2-s2.0-85185333243,2-s2.0-85166539884
2-s2.0-85169018029,2-s2.0-85166539884
2-s2.0-85139015732,2-s2.0-85166539884
2-s2.0-85181257408,2-s2.0-85166539884
2-s2.0-85167575501,2-s2.0-85166539884
2-s2.0-85171377534,2-s2.0-85166539884
2-s2.0-85184058129,2-s2.0-85166539884
2-s2.0-85174392606,2-s2.0-85166539884
2-s2.0-85181023678,2-s2.0-85166539884
2-s2.0-85173718519,2-s2.0-85166539884
2-s2.0-85184522084,2-s2.0-85166539884
2-s2.0-85182507751,2-s2.0-85166539884
2-s2.0-85185540203,2-s2.0-85166539884
2-s2.0-85153079847,2-s2.0-85171174160
2-s2.0-85151569279,2-s2.0-85168858824
2-s2.0-85179546823,2-s2.0-85168858824
2-s2.0-85160916982,2-s2.0-85168858824
2-s2.0-85179843466,2-s2.0-85168858824
2-s2.0-85145745218,2-s2.0-85168858824
2-s2.0-85168758694,2-s2.0-85168858824
2-s2.0-85161696990,2-s2.0-85168858824
2-s2.0-85172723526,2-s2.0-85169501561
2-s2.0-85182948109,2-s2.0-85169501561
2-s2.0-85142353212,2-s2.0-85169501561
2-s2.0-85175308229,2-s2.0-85169501561
2-s2.0-85180987937,2-s2.0-85169501561
2-s2.0-85175374823,2-s2.0-85165927216
2-s2.0-85150191872,2-s2.0-85165927216
2-s2.0-85173346702,2-s2.0-85166188764
2-s2.0-85162899427,2-s2.0-85167346306
2-s2.0-85179782517,2-s2.0-85167914236
2-s2.0-85163461334,2-s2.0-85168326392
2-s2.0-85141984845,2-s2.0-85166361788
2-s2.0-85153883522,2-s2.0-85166361788
2-s2.0-85184855954,2-s2.0-85166361788
2-s2.0-85153543315,2-s2.0-85166361788
2-s2.0-85162898344,2-s2.0-85166360455
2-s2.0-85170070909,2-s2.0-85166360455
2-s2.0-85170406628,2-s2.0-85166360455
2-s2.0-85168591820,2-s2.0-85166360455
2-s2.0-85178377312,2-s2.0-85166360455
2-s2.0-85183577318,2-s2.0-85166360455
2-s2.0-85170564833,2-s2.0-85166360455
2-s2.0-85178942383,2-s2.0-85166360455
2-s2.0-85161564116,2-s2.0-85166360455
2-s2.0-85182515461,2-s2.0-85166360455
2-s2.0-85164245564,2-s2.0-85166360455
2-s2.0-85175007962,2-s2.0-85167913813
2-s2.0-85160407623,2-s2.0-85167913813
2-s2.0-85162685049,2-s2.0-85167913813
2-s2.0-85172779717,2-s2.0-85168267923
2-s2.0-85172304972,2-s2.0-85168267923
2-s2.0-85180555954,2-s2.0-85168267923
2-s2.0-85171023034,2-s2.0-85168267923
2-s2.0-85184667847,2-s2.0-85168267923
2-s2.0-85159368934,2-s2.0-85168267923
2-s2.0-85178138617,2-s2.0-85172235331
2-s2.0-85176496263,2-s2.0-85172235331
2-s2.0-85173639521,2-s2.0-85172018545
2-s2.0-85148322836,2-s2.0-85172018545
2-s2.0-85160752944,2-s2.0-85172018545
2-s2.0-85171529892,2-s2.0-85166921048
2-s2.0-85174832815,2-s2.0-85166921048
2-s2.0-85161330772,2-s2.0-85166921048
2-s2.0-85185809999,2-s2.0-85166921048
2-s2.0-85162924595,2-s2.0-85171448416
2-s2.0-85178042234,2-s2.0-85169159383
2-s2.0-85184996375,2-s2.0-85169026963
2-s2.0-85173516494,2-s2.0-85169026963
2-s2.0-85162851852,2-s2.0-85168393494
2-s2.0-85185832192,2-s2.0-85168393494
2-s2.0-85173718519,2-s2.0-85168393494
2-s2.0-85167912114,2-s2.0-85166306076
2-s2.0-85176420445,2-s2.0-85166306076
2-s2.0-85153386425,2-s2.0-85166306076
2-s2.0-85162121239,2-s2.0-85166306076
2-s2.0-85178096805,2-s2.0-85166306076
2-s2.0-85143355823,2-s2.0-85166306076
2-s2.0-85179475344,2-s2.0-85166306076
2-s2.0-85185278034,2-s2.0-85166306076
2-s2.0-85178328690,2-s2.0-85166174829
2-s2.0-85176389507,2-s2.0-85166174829
2-s2.0-85179798765,2-s2.0-85167351648
2-s2.0-85181153640,2-s2.0-85166928224
2-s2.0-85180534165,2-s2.0-85168353591
2-s2.0-85173501232,2-s2.0-85167912516
2-s2.0-85168892696,2-s2.0-85168860803
2-s2.0-85175474369,2-s2.0-85168860803
2-s2.0-85174534162,2-s2.0-85168860803
2-s2.0-85180414450,2-s2.0-85167779710
2-s2.0-85179336784,2-s2.0-85167779710
2-s2.0-85165940859,2-s2.0-85171785698
2-s2.0-85173512906,2-s2.0-85171785698
2-s2.0-85171611366,2-s2.0-85168628597
2-s2.0-85182515461,2-s2.0-85168592166
2-s2.0-85185307371,2-s2.0-85168592166
2-s2.0-85169534370,2-s2.0-85171341175
2-s2.0-85184430097,2-s2.0-85171341175
2-s2.0-85174752068,2-s2.0-85171341175
2-s2.0-85166618368,2-s2.0-85171341175
2-s2.0-85163731671,2-s2.0-85171341175
2-s2.0-85178114046,2-s2.0-85171341175
2-s2.0-85184950799,2-s2.0-85166294843
2-s2.0-85184912886,2-s2.0-85166294843
2-s2.0-85180013766,2-s2.0-85166294843
2-s2.0-85162910230,2-s2.0-85169839561
2-s2.0-85180076168,2-s2.0-85169839561
2-s2.0-85168868007,2-s2.0-85167516118
2-s2.0-85179553276,2-s2.0-85167516118
2-s2.0-85185765085,2-s2.0-85167516118
2-s2.0-85167822541,2-s2.0-85165927527
2-s2.0-85167795024,2-s2.0-85167778885
2-s2.0-85163477026,2-s2.0-85171466179
2-s2.0-85166226036,2-s2.0-85165929023
2-s2.0-85169624144,2-s2.0-85165929023
2-s2.0-85166195124,2-s2.0-85165929023
2-s2.0-85184153665,2-s2.0-85139848891
2-s2.0-85175205878,2-s2.0-85139848891
2-s2.0-85177995039,2-s2.0-85163925433
2-s2.0-85165592323,2-s2.0-85163925433
2-s2.0-85165929023,2-s2.0-85163925433
2-s2.0-85180998241,2-s2.0-85163925433
2-s2.0-85142023164,2-s2.0-85163925433
2-s2.0-85179434368,2-s2.0-85163925433
2-s2.0-85146246012,2-s2.0-85163925433
2-s2.0-85180109077,2-s2.0-85163925433
2-s2.0-85176765985,2-s2.0-85163925433
2-s2.0-85176318699,2-s2.0-85148866428
2-s2.0-85123841540,2-s2.0-85165904005
2-s2.0-85172141014,2-s2.0-85165904005
2-s2.0-85165887313,2-s2.0-85165904005
2-s2.0-85168963505,2-s2.0-85164972347
2-s2.0-85182656543,2-s2.0-85159795868
2-s2.0-85183154954,2-s2.0-85159795868
2-s2.0-85150648333,2-s2.0-85159795868
2-s2.0-85181840335,2-s2.0-85162862646
2-s2.0-85177444850,2-s2.0-85162862646
2-s2.0-85183562421,2-s2.0-85140045727
2-s2.0-85158908684,2-s2.0-85144768753
2-s2.0-85182635767,2-s2.0-85144768753
2-s2.0-85173473522,2-s2.0-85144768753
2-s2.0-85180115043,2-s2.0-85144768753
2-s2.0-85173522557,2-s2.0-85144768753
2-s2.0-85180374510,2-s2.0-85144768753
2-s2.0-85176756253,2-s2.0-85144768753
2-s2.0-85173649755,2-s2.0-85165872331
2-s2.0-85177491508,2-s2.0-85165872331
2-s2.0-85147366885,2-s2.0-85165872331
2-s2.0-85147139876,2-s2.0-85165872331
2-s2.0-85175801259,2-s2.0-85163751492
2-s2.0-85174986124,2-s2.0-85163751492
2-s2.0-85124833923,2-s2.0-85163751492
2-s2.0-85179463316,2-s2.0-85165907695
2-s2.0-85183350881,2-s2.0-85165498576
2-s2.0-85178385369,2-s2.0-85165498576
2-s2.0-85173999749,2-s2.0-85165697434
2-s2.0-85172028167,2-s2.0-85149770469
2-s2.0-85180461433,2-s2.0-85159843791
2-s2.0-85173281581,2-s2.0-85159843791
2-s2.0-85153497884,2-s2.0-85159843791
2-s2.0-85181531325,2-s2.0-85159843791
2-s2.0-85164908383,2-s2.0-85159843791
2-s2.0-85164302676,2-s2.0-85105070860
2-s2.0-85174838356,2-s2.0-85105070860
2-s2.0-85170076508,2-s2.0-85105070860
2-s2.0-85173714500,2-s2.0-85105070860
2-s2.0-85161433041,2-s2.0-85105070860
2-s2.0-85185597144,2-s2.0-85105070860
2-s2.0-85178303622,2-s2.0-85105070860
2-s2.0-85131536863,2-s2.0-85105070860
2-s2.0-85160938992,2-s2.0-85105070860
2-s2.0-85184764835,2-s2.0-85105070860
2-s2.0-85142786042,2-s2.0-85105070860
2-s2.0-85150653028,2-s2.0-85105070860
2-s2.0-85165528363,2-s2.0-85105070860
2-s2.0-85157971042,2-s2.0-85153343473
2-s2.0-85184283703,2-s2.0-85149902786
2-s2.0-85184992754,2-s2.0-85151754353
2-s2.0-85163450492,2-s2.0-85151754353
2-s2.0-85182256448,2-s2.0-85147112948
2-s2.0-85186075204,2-s2.0-85147112948
2-s2.0-85164675610,2-s2.0-85147112948
2-s2.0-85173908783,2-s2.0-85147112948
2-s2.0-85180406008,2-s2.0-85147112948
2-s2.0-85181557100,2-s2.0-85165901961
2-s2.0-85168793424,2-s2.0-85159549120
2-s2.0-85184190960,2-s2.0-85159549120
2-s2.0-85147741292,2-s2.0-85159549120
2-s2.0-85163750048,2-s2.0-85159549120
2-s2.0-85181242584,2-s2.0-85159549120
2-s2.0-85179555210,2-s2.0-85151410838
2-s2.0-85160337195,2-s2.0-85151410838
2-s2.0-85177615240,2-s2.0-85163973279
2-s2.0-85162121239,2-s2.0-85163973279
2-s2.0-85164689430,2-s2.0-85164154468
2-s2.0-85183901176,2-s2.0-85164154468
2-s2.0-85171576888,2-s2.0-85164796876
2-s2.0-85175275344,2-s2.0-85164796876
2-s2.0-85184732772,2-s2.0-85148064332
2-s2.0-85163782840,2-s2.0-85121764142
2-s2.0-85174597226,2-s2.0-85121764142
2-s2.0-85182597724,2-s2.0-85121764142
2-s2.0-85174073549,2-s2.0-85121764142
2-s2.0-85173946306,2-s2.0-85121764142
2-s2.0-85172032863,2-s2.0-85121764142
2-s2.0-85164687679,2-s2.0-85121764142
2-s2.0-85168511189,2-s2.0-85121764142
2-s2.0-85175995033,2-s2.0-85121764142
2-s2.0-85167911283,2-s2.0-85121764142
2-s2.0-85175823648,2-s2.0-85121764142
2-s2.0-85182017342,2-s2.0-85121764142
2-s2.0-85167428666,2-s2.0-85121764142
2-s2.0-85184471025,2-s2.0-85132555376
2-s2.0-85168713262,2-s2.0-85141638135
2-s2.0-85185197521,2-s2.0-85141638135
2-s2.0-85178124023,2-s2.0-85150381386
2-s2.0-85159801338,2-s2.0-85138823289
2-s2.0-85151525895,2-s2.0-85138823289
2-s2.0-85184595798,2-s2.0-85138823289
2-s2.0-85169512067,2-s2.0-85138823289
2-s2.0-85174964812,2-s2.0-85138823289
2-s2.0-85180533595,2-s2.0-85151409668
2-s2.0-85180374927,2-s2.0-85179346652
2-s2.0-85173869377,2-s2.0-85169099429
2-s2.0-85161019182,2-s2.0-85174207014
2-s2.0-85183038124,2-s2.0-85178366680
2-s2.0-85146651340,2-s2.0-85144188373
2-s2.0-85181105038,2-s2.0-85162121239
2-s2.0-85168827747,2-s2.0-85178158536
2-s2.0-85178600577,2-s2.0-85159500246
2-s2.0-85165435479,2-s2.0-85180365877
2-s2.0-85178453139,2-s2.0-85180406808
2-s2.0-85174708629,2-s2.0-85180406808
2-s2.0-85186127901,2-s2.0-85179894536
2-s2.0-85164786440,2-s2.0-85174159686
2-s2.0-85127247746,2-s2.0-85178963544
2-s2.0-85169810537,2-s2.0-85179406893
2-s2.0-85184509664,2-s2.0-85177204759
2-s2.0-85172796345,2-s2.0-85178912571
2-s2.0-85180613181,2-s2.0-85158165615
2-s2.0-85174860262,2-s2.0-85171530727
2-s2.0-85159803828,2-s2.0-85171300073
2-s2.0-85184960007,2-s2.0-85177594534
2-s2.0-85171172415,2-s2.0-85178415860
2-s2.0-85182017342,2-s2.0-85178327982
2-s2.0-85181506570,2-s2.0-85184271457
2-s2.0-85182978004,2-s2.0-85184271457
2-s2.0-85179136019,2-s2.0-85124359699
2-s2.0-85169503901,2-s2.0-85124359699
2-s2.0-85185347642,2-s2.0-85124359699
2-s2.0-85167751352,2-s2.0-85124359699
2-s2.0-85173579053,2-s2.0-85124359699
2-s2.0-85181254127,2-s2.0-85124359699
2-s2.0-85174703775,2-s2.0-85124359699
2-s2.0-85169332156,2-s2.0-85124359699
2-s2.0-85172985423,2-s2.0-85124359699
2-s2.0-85161309572,2-s2.0-85124359699
2-s2.0-85185289037,2-s2.0-85124359699
2-s2.0-85149063625,2-s2.0-85124359699
2-s2.0-85180727188,2-s2.0-85124359699
2-s2.0-85163755988,2-s2.0-85124359699
2-s2.0-85165048683,2-s2.0-85124359699
2-s2.0-85181587381,2-s2.0-85124359699
2-s2.0-85164445016,2-s2.0-85124359699
2-s2.0-85160561272,2-s2.0-85124359699
2-s2.0-85146237983,2-s2.0-85124359699
2-s2.0-85170362476,2-s2.0-85124359699
2-s2.0-85170820042,2-s2.0-85151469822
2-s2.0-85161018043,2-s2.0-85178482043
2-s2.0-85179135825,2-s2.0-85178182253
2-s2.0-85165368623,2-s2.0-85175310060
2-s2.0-85181438033,2-s2.0-85180415343
2-s2.0-85159845037,2-s2.0-85177045502
2-s2.0-85173772518,2-s2.0-85150336449
2-s2.0-85129319326,2-s2.0-85150336449
2-s2.0-85168520433,2-s2.0-85178952866
2-s2.0-85169577875,2-s2.0-85175055518
2-s2.0-85183638648,2-s2.0-85152041879
2-s2.0-85183323957,2-s2.0-85152041879
2-s2.0-85184042360,2-s2.0-85152041879
2-s2.0-85175609607,2-s2.0-85175870604
2-s2.0-85125478251,2-s2.0-85176116548
2-s2.0-85182501830,2-s2.0-85175007962
2-s2.0-85166771193,2-s2.0-85180740680
2-s2.0-85178348626,2-s2.0-85160784534
2-s2.0-85181843285,2-s2.0-85160784534
2-s2.0-85178461620,2-s2.0-85184023653
2-s2.0-85165199468,2-s2.0-85185558610
2-s2.0-85168708816,2-s2.0-85183799882
2-s2.0-85181230691,2-s2.0-85183799882
2-s2.0-85184862043,2-s2.0-85183799882
2-s2.0-85180559519,2-s2.0-85183799882
2-s2.0-85179758821,2-s2.0-85183799882
2-s2.0-85151537636,2-s2.0-85183799882
2-s2.0-85184145626,2-s2.0-85183799882
2-s2.0-85179769927,2-s2.0-85184517577
2-s2.0-85174507664,2-s2.0-85184517577
2-s2.0-85166188666,2-s2.0-85183966527
2-s2.0-85156146437,2-s2.0-85182688582
2-s2.0-85183206602,2-s2.0-85183707534
2-s2.0-85162760344,2-s2.0-85183707534
2-s2.0-85167794623,2-s2.0-85183707534
2-s2.0-85166228769,2-s2.0-85183707534
2-s2.0-85174341956,2-s2.0-85183081644
2-s2.0-85158021003,2-s2.0-85183081644
2-s2.0-85185272843,2-s2.0-85183081644
2-s2.0-85177182036,2-s2.0-85183081644
2-s2.0-85180005401,2-s2.0-85183081644
2-s2.0-85171133206,2-s2.0-85183081644
